YEAR,TEAM NO,TEAM,R64,R32,S16,E8,F4,FINALS
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
2025,,,,,,,,
